
        ==========     _____ _    _ ____  _____  ______          _____  
        =====         / ____| |  | |  _ \|  __ \|  ____|   /\   |  __ \ 
          =====      | (___ | |  | | |_) | |__) | |__     /  \  | |  | |
            ====      \___ \| |  | |  _ <|  _  /|  __|   / /\ \ | |  | |
              ====    ____) | |__| | |_) | | \ \| |____ / ____ \| |__| |
        ==========   |_____/ \____/|____/|_|  \_\______/_/    \_\_____/
||    chrUn_GL456385                                                          ||
||    chrUn_GL456387                                                          ||
||    chrUn_GL456389                                                          ||
||    chrUn_GL456390                                                          ||
||    chrUn_GL456392                                                          ||
||    chrUn_GL456393                                                          ||
||    chrUn_GL456394                                                          ||
||    chrUn_GL456396                                                          ||
||    chr4_GL456216_random                                                    ||
||    chr1_GL456221_random                                                    ||
||    chr1_GL456213_random                                                    ||
||    chrUn_JH584304                                                          ||
||    chr5_JH584296_random                                                    ||
||    chr5_GL456354_random                                                    ||
||    chr7_GL456219_random                                                    ||
||    chrX_GL456233_random                                                    ||
||    chr1_GL456211_random                                                    ||
||    chrY_JH584302_random                                                    ||
||    chr4_JH584294_random                                                    ||
||    chr5_JH584299_random                                                    ||
||    chrY_JH584300_random                                                    ||
||                                                                            ||
|| Global environment is initialised.                                         ||
|| Load the 1-th index block...                                               ||
|| The index block has been loaded.                                           ||
|| Start read mapping in chunk.                                               ||
||    0% completed, 1.1 mins elapsed, rate=101.6k fragments per second        ||
||    6% completed, 1.3 mins elapsed, rate=118.4k fragments per second        ||
||   Estimated fragment length : 277 bp                                       ||
||    8% completed, 1.4 mins elapsed, rate=28.6k fragments per second         ||
||    9% completed, 1.4 mins elapsed, rate=29.5k fragments per second         ||
||    9% completed, 1.5 mins elapsed, rate=30.6k fragments per second         ||
||   10% completed, 1.5 mins elapsed, rate=31.6k fragments per second         ||
||   10% completed, 1.5 mins elapsed, rate=32.6k fragments per second         ||
||   11% completed, 1.5 mins elapsed, rate=33.4k fragments per second         ||
||   11% completed, 1.5 mins elapsed, rate=34.3k fragments per second         ||
||   12% completed, 1.5 mins elapsed, rate=35.3k fragments per second         ||
||   12% completed, 1.6 mins elapsed, rate=36.2k fragments per second         ||
|| Start read mapping in chunk.                                               ||
||   13% completed, 1.7 mins elapsed, rate=99.0k fragments per second         ||
||   19% completed, 1.9 mins elapsed, rate=109.2k fragments per second        ||
||   21% completed, 2.0 mins elapsed, rate=50.2k fragments per second         ||
||   22% completed, 2.0 mins elapsed, rate=50.7k fragments per second         ||
||   22% completed, 2.0 mins elapsed, rate=51.2k fragments per second         ||
||   23% completed, 2.0 mins elapsed, rate=51.7k fragments per second         ||
||   23% completed, 2.0 mins elapsed, rate=52.3k fragments per second         ||
||   23% completed, 2.1 mins elapsed, rate=52.8k fragments per second         ||
||   24% completed, 2.1 mins elapsed, rate=53.3k fragments per second         ||
||   24% completed, 2.1 mins elapsed, rate=53.8k fragments per second         ||
||   25% completed, 2.1 mins elapsed, rate=54.3k fragments per second         ||
||   25% completed, 2.1 mins elapsed, rate=54.8k fragments per second         ||
|| Start read mapping in chunk.                                               ||
||   25% completed, 2.2 mins elapsed, rate=104.7k fragments per second        ||
||   32% completed, 2.4 mins elapsed, rate=113.2k fragments per second        ||
||   34% completed, 2.5 mins elapsed, rate=64.0k fragments per second         ||
||   34% completed, 2.5 mins elapsed, rate=64.4k fragments per second         ||
||   35% completed, 2.5 mins elapsed, rate=64.7k fragments per second         ||
||   35% completed, 2.5 mins elapsed, rate=65.1k fragments per second         ||
||   36% completed, 2.5 mins elapsed, rate=65.4k fragments per second         ||
||   36% completed, 2.5 mins elapsed, rate=65.7k fragments per second         ||
||   36% completed, 2.6 mins elapsed, rate=66.1k fragments per second         ||
||   37% completed, 2.6 mins elapsed, rate=66.4k fragments per second         ||
||   37% completed, 2.6 mins elapsed, rate=66.7k fragments per second         ||
||   38% completed, 2.6 mins elapsed, rate=66.9k fragments per second         ||
|| Start read mapping in chunk.                                               ||
||   38% completed, 2.7 mins elapsed, rate=110.1k fragments per second        ||
||   45% completed, 2.9 mins elapsed, rate=115.4k fragments per second        ||
||   46% completed, 3.0 mins elapsed, rate=73.1k fragments per second         ||
||   47% completed, 3.0 mins elapsed, rate=73.4k fragments per second         ||
||   47% completed, 3.0 mins elapsed, rate=73.6k fragments per second         ||
||   48% completed, 3.0 mins elapsed, rate=73.9k fragments per second         ||
||   48% completed, 3.0 mins elapsed, rate=74.2k fragments per second         ||
||   49% completed, 3.0 mins elapsed, rate=74.4k fragments per second         ||
||   49% completed, 3.1 mins elapsed, rate=74.6k fragments per second         ||
||   49% completed, 3.1 mins elapsed, rate=74.8k fragments per second         ||
||   50% completed, 3.1 mins elapsed, rate=75.0k fragments per second         ||
||   50% completed, 3.1 mins elapsed, rate=75.2k fragments per second         ||
|| Start read mapping in chunk.                                               ||
||   50% completed, 3.2 mins elapsed, rate=112.3k fragments per second        ||
||   57% completed, 3.3 mins elapsed, rate=116.4k fragments per second        ||
||   59% completed, 3.4 mins elapsed, rate=79.7k fragments per second         ||
||   59% completed, 3.4 mins elapsed, rate=79.9k fragments per second         ||
||   60% completed, 3.5 mins elapsed, rate=80.1k fragments per second         ||
||   60% completed, 3.5 mins elapsed, rate=80.2k fragments per second         ||
||   61% completed, 3.5 mins elapsed, rate=80.4k fragments per second         ||
||   61% completed, 3.5 mins elapsed, rate=80.6k fragments per second         ||
||   61% completed, 3.5 mins elapsed, rate=80.7k fragments per second         ||
||   62% completed, 3.5 mins elapsed, rate=80.9k fragments per second         ||
||   62% completed, 3.6 mins elapsed, rate=81.1k fragments per second         ||
||   63% completed, 3.6 mins elapsed, rate=81.2k fragments per second         ||
|| Start read mapping in chunk.                                               ||
||   63% completed, 3.6 mins elapsed, rate=113.5k fragments per second        ||
||   70% completed, 3.8 mins elapsed, rate=116.9k fragments per second        ||
||   72% completed, 3.9 mins elapsed, rate=84.5k fragments per second         ||
||   72% completed, 3.9 mins elapsed, rate=84.6k fragments per second         ||
||   73% completed, 4.0 mins elapsed, rate=84.8k fragments per second         ||
||   73% completed, 4.0 mins elapsed, rate=84.9k fragments per second         ||
||   73% completed, 4.0 mins elapsed, rate=85.0k fragments per second         ||
||   74% completed, 4.0 mins elapsed, rate=85.2k fragments per second         ||
||   74% completed, 4.0 mins elapsed, rate=85.3k fragments per second         ||
||   75% completed, 4.0 mins elapsed, rate=85.4k fragments per second         ||
||   75% completed, 4.1 mins elapsed, rate=85.5k fragments per second         ||
||   76% completed, 4.1 mins elapsed, rate=85.6k fragments per second         ||
|| Start read mapping in chunk.                                               ||
||   76% completed, 4.1 mins elapsed, rate=114.5k fragments per second        ||
||   83% completed, 4.3 mins elapsed, rate=117.2k fragments per second        ||
||   85% completed, 4.4 mins elapsed, rate=88.4k fragments per second         ||
||   85% completed, 4.4 mins elapsed, rate=88.5k fragments per second         ||
||   85% completed, 4.5 mins elapsed, rate=88.6k fragments per second         ||
||   86% completed, 4.5 mins elapsed, rate=88.7k fragments per second         ||
||   86% completed, 4.5 mins elapsed, rate=88.7k fragments per second         ||
||   87% completed, 4.5 mins elapsed, rate=88.8k fragments per second         ||
||   87% completed, 4.5 mins elapsed, rate=88.9k fragments per second         ||
||   88% completed, 4.5 mins elapsed, rate=89.0k fragments per second         ||
||   88% completed, 4.6 mins elapsed, rate=89.1k fragments per second         ||
|| Start read mapping in chunk.                                               ||
||   89% completed, 4.6 mins elapsed, rate=115.2k fragments per second        ||
||   95% completed, 4.8 mins elapsed, rate=117.8k fragments per second        ||
||   96% completed, 4.9 mins elapsed, rate=91.3k fragments per second         ||
||   97% completed, 4.9 mins elapsed, rate=91.3k fragments per second         ||
||   97% completed, 4.9 mins elapsed, rate=91.3k fragments per second         ||
||   97% completed, 4.9 mins elapsed, rate=91.4k fragments per second         ||
||   98% completed, 4.9 mins elapsed, rate=91.4k fragments per second         ||
||   98% completed, 5.0 mins elapsed, rate=91.4k fragments per second         ||
||   98% completed, 5.0 mins elapsed, rate=91.5k fragments per second         ||
||   99% completed, 5.0 mins elapsed, rate=91.5k fragments per second         ||
||   99% completed, 5.0 mins elapsed, rate=91.6k fragments per second         ||
|| Sort the reads...                                                          ||
||                                                                            ||
||                           Completed successfully.                          ||
||                                                                            ||
\\====================================    ====================================//

//================================   Summary =================================\\
||                                                                            ||
||             Total fragments : 27,567,311                                   ||
||                      Mapped : 27,261,676 (98.9%)                           ||
||             Uniquely mapped : 26,516,449                                   ||
||               Multi-mapping : 745,227                                      ||
||                                                                            ||
||                    Unmapped : 305,635                                      ||
||                                                                            ||
||             Properly paired : 18,602,775                                   ||
||         Not properly paired : 8,658,901                                    ||
||                   Singleton : 584,349                                      ||
||                    Chimeric : 782,534                                      ||
||       Unexpected strandness : 81,918                                       ||
||  Unexpected fragment length : 7,122,982                                    ||
||       Unexpected read order : 87,118                                       ||
||                                                                            ||
||                      Indels : 176,394                                      ||
||                                                                            ||
||                Running time : 7.9 minutes                                  ||
||                                                                            ||
\\============================================================================//


        ==========     _____ _    _ ____  _____  ______          _____  
        =====         / ____| |  | |  _ \|  __ \|  ____|   /\   |  __ \ 
          =====      | (___ | |  | | |_) | |__) | |__     /  \  | |  | |
            ====      \___ \| |  | |  _ <|  _  /|  __|   / /\ \ | |  | |
              ====    ____) | |__| | |_) | | \ \| |____ / ____ \| |__| |
        ==========   |_____/ \____/|____/|_|  \_\______/_/    \_\_____/
       Rsubread 2.2.6

//================================= setting ==================================\\
||                                                                            ||
|| Function      : Read alignment (RNA-Seq)                                   ||
|| Input file 1  : 10_MEFs_2_BCL2_2_S8_L001_R1_001.fastq.gz                   ||
|| Input file 2  : 10_MEFs_2_BCL2_2_S8_L001_R2_001.fastq.gz                   ||
|| Output file   : 10_MEFs_2_BCL2_2_S8_L001_R1_001.bam (BAM), Sorted          ||
|| Index name    : mm10                                                       ||
||                                                                            ||
||                    ------------------------------------                    ||
||                                                                            ||
||                               Threads : 16                                 ||
||                          Phred offset : 33                                 ||
||               # of extracted subreads : 10                                 ||
||                        Min read1 vote : 3                                  ||
||                        Min read2 vote : 1                                  ||
||                     Max fragment size : 600                                ||
||                     Min fragment size : 50                                 ||
||                        Max mismatches : 3                                  ||
||                      Max indel length : 5                                  ||
||            Report multi-mapping reads : yes                                ||
|| Max alignments per multi-mapping read : 1                                  ||
||                           Annotations : inbuilt (mm10)                     ||
||                                                                            ||
\\============================================================================//

//================= Running (06-Apr-2022 05:32:02, pid=7173) =================\\
||                                                                            ||
|| Check the input reads.                                                     ||
|| The input file contains base space reads.                                  ||
|| Initialise the memory objects.                                             ||
|| Estimate the mean read length.                                             ||
|| The range of Phred scores observed in the data is [0,34]                   ||
|| Create the output BAM file.                                                ||
|| Check the index.                                                           ||
|| Init the voting space.                                                     ||
|| Load the annotation file.                                                  ||
|| 222996 annotation records were loaded.                                     ||
||                                                                            ||
|| Chromosomes/contigs in annotation but not in index :                       ||
||    NT_166281.1                                                             ||
||    NT_187056.1                                                             ||
||    NT_187054.1                                                             ||
||    NT_187060.1                                                             ||
||    NT_187057.1                                                             ||
||    NT_166282.1                                                             ||
||    NT_166307.1                                                             ||
||    NT_187059.1                                                             ||
||    NT_187062.1                                                             ||
||    NT_187052.1                                                             ||
||    NT_166438.1                                                             ||
||    NT_166466.1                                                             ||
||    NT_187058.1                                                             ||
||    NT_187053.1                                                             ||
||    NT_166291.1                                                             ||
||    NT_162750.1                                                             ||
||    NT_165789.2                                                             ||
||    NT_166463.1                                                             ||
||    NT_166434.1                                                             ||
||    NT_166280.1                                                             ||
||    NT_187064.1                                                             ||
||                                                                            ||
||                                                                            ||
|| Chromosomes/contigs in index but not in annotation :                       ||
||    chr4_JH584292_random                                                    ||
||    chr5_JH584297_random                                                    ||
||    chr4_GL456350_random                                                    ||
||    chrUn_GL456239                                                          ||
||    chr1_GL456212_random                                                    ||
||    chrY_JH584303_random                                                    ||
||    chr4_JH584295_random                                                    ||
||    chr1_GL456210_random                                                    ||
||    chrY_JH584301_random                                                    ||
||    chrUn_GL456359                                                          ||
||    chr4_JH584293_random                                                    ||
||    chrUn_GL456360                                                          ||
||    chr5_JH584298_random                                                    ||
||    chrUn_GL456366                                                          ||
||    chrUn_GL456367                                                          ||
||    chrUn_GL456368                                                          ||
||    chrUn_GL456370                                                          ||
||    chrUn_GL456372                                                          ||
||    chrUn_GL456378                                                          ||
||    chrUn_GL456379                                                          ||
||    chrUn_GL456381                                                          ||
||    chrUn_GL456382                                                          ||
||    chrUn_GL456383                                                          ||
||    chrUn_GL456385                                                          ||
||    chrUn_GL456387                                                          ||
||    chrUn_GL456389                                                          ||
||    chrUn_GL456390                                                          ||
||    chrUn_GL456392                                                          ||
||    chrUn_GL456393                                                          ||
||    chrUn_GL456394                                                          ||
||    chrUn_GL456396                                                          ||
||    chr4_GL456216_random                                                    ||
||    chr1_GL456221_random                                                    ||
||    chr1_GL456213_random                                                    ||
||    chrUn_JH584304                                                          ||
||    chr5_JH584296_random                                                    ||
||    chr5_GL456354_random                                                    ||
||    chr7_GL456219_random                                                    ||
||    chrX_GL456233_random                                                    ||
||    chr1_GL456211_random                                                    ||
||    chrY_JH584302_random                                                    ||
||    chr4_JH584294_random                                                    ||
||    chr5_JH584299_random                                                    ||
||    chrY_JH584300_random                                                    ||
||                                                                            ||
|| Global environment is initialised.                                         ||
|| Load the 1-th index block...                                               ||
|| The index block has been loaded.                                           ||
|| Start read mapping in chunk.                                               ||
||    0% completed, 0.8 mins elapsed, rate=97.8k fragments per second         ||
||    7% completed, 1.0 mins elapsed, rate=117.9k fragments per second        ||
||   Estimated fragment length : 243 bp                                       ||
||    9% completed, 1.1 mins elapsed, rate=36.9k fragments per second         ||
||    9% completed, 1.1 mins elapsed, rate=38.1k fragments per second         ||
||    9% completed, 1.1 mins elapsed, rate=39.3k fragments per second         ||
||   10% completed, 1.2 mins elapsed, rate=40.6k fragments per second         ||
||   10% completed, 1.2 mins elapsed, rate=41.6k fragments per second         ||
||   11% completed, 1.2 mins elapsed, rate=42.8k fragments per second         ||
||   11% completed, 1.2 mins elapsed, rate=43.7k fragments per second         ||
||   12% completed, 1.2 mins elapsed, rate=44.9k fragments per second         ||
||   12% completed, 1.2 mins elapsed, rate=45.9k fragments per second         ||
|| Start read mapping in chunk.                                               ||
||   13% completed, 1.3 mins elapsed, rate=107.7k fragments per second        ||
||   20% completed, 1.5 mins elapsed, rate=120.7k fragments per second        ||
||   21% completed, 1.6 mins elapsed, rate=63.1k fragments per second         ||
||   22% completed, 1.6 mins elapsed, rate=63.7k fragments per second         ||
||   22% completed, 1.6 mins elapsed, rate=64.3k fragments per second         ||
||   23% completed, 1.6 mins elapsed, rate=65.0k fragments per second         ||
||   23% completed, 1.6 mins elapsed, rate=65.5k fragments per second         ||
||   23% completed, 1.7 mins elapsed, rate=66.1k fragments per second         ||
||   24% completed, 1.7 mins elapsed, rate=66.6k fragments per second         ||
||   24% completed, 1.7 mins elapsed, rate=67.1k fragments per second         ||
||   25% completed, 1.7 mins elapsed, rate=67.6k fragments per second         ||
|| Start read mapping in chunk.                                               ||
||   25% completed, 1.8 mins elapsed, rate=114.6k fragments per second        ||
||   32% completed, 2.0 mins elapsed, rate=121.5k fragments per second        ||
||   34% completed, 2.1 mins elapsed, rate=76.9k fragments per second         ||
||   34% completed, 2.1 mins elapsed, rate=77.3k fragments per second         ||
||   35% completed, 2.1 mins elapsed, rate=77.6k fragments per second         ||
||   35% completed, 2.1 mins elapsed, rate=77.9k fragments per second         ||
||   36% completed, 2.1 mins elapsed, rate=78.3k fragments per second         ||
||   36% completed, 2.1 mins elapsed, rate=78.6k fragments per second         ||
||   37% completed, 2.2 mins elapsed, rate=78.9k fragments per second         ||
||   37% completed, 2.2 mins elapsed, rate=79.1k fragments per second         ||
||   37% completed, 2.2 mins elapsed, rate=79.3k fragments per second         ||
|| Start read mapping in chunk.                                               ||
||   38% completed, 2.3 mins elapsed, rate=116.3k fragments per second        ||
||   45% completed, 2.4 mins elapsed, rate=122.4k fragments per second        ||
||   46% completed, 2.5 mins elapsed, rate=85.7k fragments per second         ||
||   47% completed, 2.5 mins elapsed, rate=85.9k fragments per second         ||
||   47% completed, 2.6 mins elapsed, rate=86.0k fragments per second         ||
||   47% completed, 2.6 mins elapsed, rate=86.2k fragments per second         ||
||   48% completed, 2.6 mins elapsed, rate=86.4k fragments per second         ||
||   48% completed, 2.6 mins elapsed, rate=86.5k fragments per second         ||
||   49% completed, 2.6 mins elapsed, rate=86.7k fragments per second         ||
||   49% completed, 2.6 mins elapsed, rate=86.8k fragments per second         ||
||   50% completed, 2.7 mins elapsed, rate=86.9k fragments per second         ||
||   50% completed, 2.7 mins elapsed, rate=87.1k fragments per second         ||
|| Start read mapping in chunk.                                               ||
||   50% completed, 2.7 mins elapsed, rate=118.6k fragments per second        ||
||   57% completed, 2.9 mins elapsed, rate=122.5k fragments per second        ||
||   59% completed, 3.0 mins elapsed, rate=91.3k fragments per second         ||
||   59% completed, 3.0 mins elapsed, rate=91.4k fragments per second         ||
||   60% completed, 3.0 mins elapsed, rate=91.5k fragments per second         ||
||   60% completed, 3.0 mins elapsed, rate=91.6k fragments per second         ||
||   60% completed, 3.1 mins elapsed, rate=91.7k fragments per second         ||
||   61% completed, 3.1 mins elapsed, rate=91.8k fragments per second         ||
||   61% completed, 3.1 mins elapsed, rate=91.9k fragments per second         ||
||   62% completed, 3.1 mins elapsed, rate=92.0k fragments per second         ||
||   62% completed, 3.1 mins elapsed, rate=92.1k fragments per second         ||
||   63% completed, 3.2 mins elapsed, rate=92.2k fragments per second         ||
|| Start read mapping in chunk.                                               ||
||   63% completed, 3.2 mins elapsed, rate=119.3k fragments per second        ||
||   70% completed, 3.4 mins elapsed, rate=122.4k fragments per second        ||
||   72% completed, 3.5 mins elapsed, rate=95.4k fragments per second         ||
||   72% completed, 3.5 mins elapsed, rate=95.5k fragments per second         ||
||   73% completed, 3.5 mins elapsed, rate=95.5k fragments per second         ||
||   73% completed, 3.5 mins elapsed, rate=95.5k fragments per second         ||
||   73% completed, 3.6 mins elapsed, rate=95.6k fragments per second         ||
||   74% completed, 3.6 mins elapsed, rate=95.6k fragments per second         ||
||   74% completed, 3.6 mins elapsed, rate=95.6k fragments per second         ||
||   75% completed, 3.6 mins elapsed, rate=95.7k fragments per second         ||
||   75% completed, 3.6 mins elapsed, rate=95.7k fragments per second         ||
||   75% completed, 3.6 mins elapsed, rate=95.7k fragments per second         ||
|| Start read mapping in chunk.                                               ||
||   76% completed, 3.7 mins elapsed, rate=118.7k fragments per second        ||
||   83% completed, 3.9 mins elapsed, rate=121.7k fragments per second        ||
||   84% completed, 4.0 mins elapsed, rate=98.3k fragments per second         ||
||   85% completed, 4.0 mins elapsed, rate=98.3k fragments per second         ||
||   85% completed, 4.0 mins elapsed, rate=98.3k fragments per second         ||
||   86% completed, 4.0 mins elapsed, rate=98.3k fragments per second         ||
||   86% completed, 4.1 mins elapsed, rate=98.3k fragments per second         ||
||   87% completed, 4.1 mins elapsed, rate=98.3k fragments per second         ||
||   87% completed, 4.1 mins elapsed, rate=98.3k fragments per second         ||
||   87% completed, 4.1 mins elapsed, rate=98.2k fragments per second         ||
||   88% completed, 4.1 mins elapsed, rate=98.2k fragments per second         ||
|| Start read mapping in chunk.                                               ||
||   89% completed, 4.2 mins elapsed, rate=118.6k fragments per second        ||
||   95% completed, 4.4 mins elapsed, rate=121.0k fragments per second        ||
||   96% completed, 4.4 mins elapsed, rate=99.9k fragments per second         ||
||   97% completed, 4.5 mins elapsed, rate=99.9k fragments per second         ||
||   97% completed, 4.5 mins elapsed, rate=99.9k fragments per second         ||
||   97% completed, 4.5 mins elapsed, rate=99.9k fragments per second         ||
||   98% completed, 4.5 mins elapsed, rate=99.9k fragments per second         ||
||   98% completed, 4.5 mins elapsed, rate=99.8k fragments per second         ||
||   98% completed, 4.6 mins elapsed, rate=99.8k fragments per second         ||
||   99% completed, 4.6 mins elapsed, rate=99.8k fragments per second         ||
||   99% completed, 4.6 mins elapsed, rate=99.7k fragments per second         ||
|| Sort the reads...                                                          ||
||                                                                            ||
||                           Completed successfully.                          ||
||                                                                            ||
\\====================================    ====================================//

//================================   Summary =================================\\
||                                                                            ||
||             Total fragments : 27,607,079                                   ||
||                      Mapped : 27,076,791 (98.1%)                           ||
||             Uniquely mapped : 26,331,486                                   ||
||               Multi-mapping : 745,305                                      ||
||                                                                            ||
||                    Unmapped : 530,288                                      ||
||                                                                            ||
||             Properly paired : 19,713,472                                   ||
||         Not properly paired : 7,363,319                                    ||
||                   Singleton : 579,017                                      ||
||                    Chimeric : 730,988                                      ||
||       Unexpected strandness : 76,454                                       ||
||  Unexpected fragment length : 5,874,161                                    ||
||       Unexpected read order : 102,699                                      ||
||                                                                            ||
||                      Indels : 165,151                                      ||
||                                                                            ||
||                Running time : 7.5 minutes                                  ||
||                                                                            ||
\\============================================================================//


        ==========     _____ _    _ ____  _____  ______          _____  
        =====         / ____| |  | |  _ \|  __ \|  ____|   /\   |  __ \ 
          =====      | (___ | |  | | |_) | |__) | |__     /  \  | |  | |
            ====      \___ \| |  | |  _ <|  _  /|  __|   / /\ \ | |  | |
              ====    ____) | |__| | |_) | | \ \| |____ / ____ \| |__| |
        ==========   |_____/ \____/|____/|_|  \_\______/_/    \_\_____/
       Rsubread 2.2.6

//================================= setting ==================================\\
||                                                                            ||
|| Function      : Read alignment (RNA-Seq)                                   ||
|| Input file 1  : 11_WT_MEFs_1_1_S9_L001_R1_001.fastq.gz                     ||
|| Input file 2  : 11_WT_MEFs_1_1_S9_L001_R2_001.fastq.gz                     ||
|| Output file   : 11_WT_MEFs_1_1_S9_L001_R1_001.bam (BAM), Sorted            ||
|| Index name    : mm10                                                       ||
||                                                                            ||
||                    ------------------------------------                    ||
||                                                                            ||
||                               Threads : 16                                 ||
||                          Phred offset : 33                                 ||
||               # of extracted subreads : 10                                 ||
||                        Min read1 vote : 3                                  ||
||                        Min read2 vote : 1                                  ||
||                     Max fragment size : 600                                ||
||                     Min fragment size : 50                                 ||
||                        Max mismatches : 3                                  ||
||                      Max indel length : 5                                  ||
||            Report multi-mapping reads : yes                                ||
|| Max alignments per multi-mapping read : 1                                  ||
||                           Annotations : inbuilt (mm10)                     ||
||                                                                            ||
\\============================================================================//

//================= Running (06-Apr-2022 05:39:37, pid=7173) =================\\
||                                                                            ||
|| Check the input reads.                                                     ||
|| The input file contains base space reads.                                  ||
|| Initialise the memory objects.                                             ||
|| Estimate the mean read length.                                             ||
|| The range of Phred scores observed in the data is [0,34]                   ||
|| Create the output BAM file.                                                ||
|| Check the index.                                                           ||
|| Init the voting space.                                                     ||
|| Load the annotation file.                                                  ||
|| 222996 annotation records were loaded.                                     ||
||                                                                            ||
|| Chromosomes/contigs in annotation but not in index :                       ||
||    NT_166281.1                                                             ||
||    NT_187056.1                                                             ||
||    NT_187054.1                                                             ||
||    NT_187060.1                                                             ||
||    NT_187057.1                                                             ||
||    NT_166282.1                                                             ||
||    NT_166307.1                                                             ||
||    NT_187059.1                                                             ||
||    NT_187062.1                                                             ||
||    NT_187052.1                                                             ||
||    NT_166438.1                                                             ||
||    NT_166466.1                                                             ||
||    NT_187058.1                                                             ||
||    NT_187053.1                                                             ||
||    NT_166291.1                                                             ||
||    NT_162750.1                                                             ||
||    NT_165789.2                                                             ||
||    NT_166463.1                                                             ||
||    NT_166434.1                                                             ||
||    NT_166280.1                                                             ||
||    NT_187064.1                                                             ||
||                                                                            ||
||                                                                            ||
|| Chromosomes/contigs in index but not in annotation :                       ||
||    chr4_JH584292_random                                                    ||
||    chr5_JH584297_random                                                    ||
||    chr4_GL456350_random                                                    ||
||    chrUn_GL456239                                                          ||
||    chr1_GL456212_random                                                    ||
